keyframe,timestamp
tmp/frames/keyframes/00-00-00-000.jpg,00:00:00.000
tmp/frames/keyframes/00-01-50-000.jpg,00:01:50.000
tmp/frames/keyframes/00-04-00-000.jpg,00:04:00.000
tmp/frames/keyframes/00-07-20-000.jpg,00:07:20.000
tmp/frames/keyframes/00-12-00-000.jpg,00:12:00.000
tmp/frames/keyframes/00-13-40-000.jpg,00:13:40.000
tmp/frames/keyframes/00-13-50-000.jpg,00:13:50.000
tmp/frames/keyframes/00-15-10-000.jpg,00:15:10.000
tmp/frames/keyframes/00-17-20-000.jpg,00:17:20.000
